activation_time_s,mean_mcherry_intensity,region,point_idx,power_density_nW,experiment_time_s
54,446.474334,dark,8,1.3859586984307867e-05,1159.2
55,455.61598439999995,dark,8,1.3859586984307867e-05,1160.2
56,450.5516569,dark,8,1.3859586984307867e-05,1161.2
57,450.4626381,dark,8,1.3859586984307867e-05,1162.2
58,449.754386,dark,8,1.3859586984307867e-05,1163.2
59,451.93047429999996,dark,8,1.3859586984307867e-05,1164.2
60,453.10136449999993,dark,8,1.3859586984307867e-05,1165.2
61,450.63352829999997,dark,8,1.3859586984307867e-05,1166.2
62,451.1020143,dark,8,1.3859586984307867e-05,1167.2
63,455.17154000000005,dark,8,1.3859586984307867e-05,1168.2
64,453.32423650000004,dark,8,1.3859586984307867e-05,1169.2
65,455.9733593,dark,8,1.3859586984307867e-05,1170.2
66,452.4990253,dark,8,1.3859586984307867e-05,1171.2
67,449.7420403,dark,8,1.3859586984307867e-05,1172.2
68,457.6380767,dark,8,1.3859586984307867e-05,1173.2
69,459.30474330000004,dark,8,1.3859586984307867e-05,1174.2
70,452.6296296,dark,8,1.3859586984307867e-05,1175.2
71,457.81611439999995,dark,8,1.3859586984307867e-05,1176.2
72,454.251462,dark,8,1.3859586984307867e-05,1177.2
73,451.1247563,dark,8,1.3859586984307867e-05,1178.2
74,456.8408057,dark,8,1.3859586984307867e-05,1179.2
75,458.56920080000003,dark,8,1.3859586984307867e-05,1180.2
76,455.06432750000005,dark,8,1.3859586984307867e-05,1181.2
77,452.89408710000004,dark,8,1.3859586984307867e-05,1182.2
78,457.1487978999999,dark,8,1.3859586984307867e-05,1183.2
79,453.6744639,dark,8,1.3859586984307867e-05,1184.2
80,458.1234568,dark,8,1.3859586984307867e-05,1185.2
81,447.26640679999997,dark,8,1.3859586984307867e-05,1186.2
82,449.511371,dark,8,1.3859586984307867e-05,1187.2
83,450.76413260000004,dark,8,1.3859586984307867e-05,1188.2
84,447.07992199999995,dark,8,1.3859586984307867e-05,1189.2
85,451.41130599999997,dark,8,1.3859586984307867e-05,1190.2
86,450.1526966,dark,8,1.3859586984307867e-05,1191.2
87,446.44704349999995,dark,8,1.3859586984307867e-05,1192.2
88,445.3606238,dark,8,1.3859586984307867e-05,1193.2
89,452.1474984,dark,8,1.3859586984307867e-05,1194.2
90,447.41195580000004,dark,8,1.3859586984307867e-05,1195.2
91,445.6322286999999,dark,8,1.3859586984307867e-05,1196.2
92,451.20207930000004,dark,8,1.3859586984307867e-05,1197.2
93,447.32358669999996,dark,8,1.3859586984307867e-05,1198.2
94,444.8473034,dark,8,1.3859586984307867e-05,1199.2
95,445.9512671,dark,8,1.3859586984307867e-05,1200.2
96,446.92462639999997,dark,8,1.3859586984307867e-05,1201.2
97,442.5120208000001,dark,8,1.3859586984307867e-05,1202.2
98,443.0012995,dark,8,1.3859586984307867e-05,1203.2
99,450.6718648,dark,8,1.3859586984307867e-05,1204.2
0,627.9086771000001,activated,8,1.3859586984307867e-05,1105.2
1,629.2303887,activated,8,1.3859586984307867e-05,1106.2
2,632.7258803,activated,8,1.3859586984307867e-05,1107.2
3,633.0729352000001,activated,8,1.3859586984307867e-05,1108.2
4,634.7810375,activated,8,1.3859586984307867e-05,1109.2
5,634.93445,activated,8,1.3859586984307867e-05,1110.2
6,636.6957123,activated,8,1.3859586984307867e-05,1111.2
7,640.4696839,activated,8,1.3859586984307867e-05,1112.2
8,640.3063547,activated,8,1.3859586984307867e-05,1113.2
9,640.8866548999999,activated,8,1.3859586984307867e-05,1114.2
10,644.0555926,activated,8,1.3859586984307867e-05,1115.2
11,643.1280924,activated,8,1.3859586984307867e-05,1116.2
12,643.3508985000001,activated,8,1.3859586984307867e-05,1117.2
13,645.6515052,activated,8,1.3859586984307867e-05,1118.2
14,650.8716753,activated,8,1.3859586984307867e-05,1119.2
15,651.9422998,activated,8,1.3859586984307867e-05,1120.2
16,651.9425785,activated,8,1.3859586984307867e-05,1121.2
17,653.9443551,activated,8,1.3859586984307867e-05,1122.2
18,652.3983975,activated,8,1.3859586984307867e-05,1123.2
19,654.24819,activated,8,1.3859586984307867e-05,1124.2
20,656.3321857000001,activated,8,1.3859586984307867e-05,1125.2
21,652.6181148,activated,8,1.3859586984307867e-05,1126.2
22,652.2909222999999,activated,8,1.3859586984307867e-05,1127.2
23,654.4182657,activated,8,1.3859586984307867e-05,1128.2
24,651.1257467999999,activated,8,1.3859586984307867e-05,1129.2
25,651.5070282,activated,8,1.3859586984307867e-05,1130.2
26,651.488867,activated,8,1.3859586984307867e-05,1131.2
27,651.1808924,activated,8,1.3859586984307867e-05,1132.2
28,648.6693878,activated,8,1.3859586984307867e-05,1133.2
29,648.8582866,activated,8,1.3859586984307867e-05,1134.2
30,646.4851221,activated,8,1.3859586984307867e-05,1135.2
31,647.4679478999999,activated,8,1.3859586984307867e-05,1136.2
32,645.1585798,activated,8,1.3859586984307867e-05,1137.2
33,646.4715476,activated,8,1.3859586984307867e-05,1138.2
34,646.4340059,activated,8,1.3859586984307867e-05,1139.2
35,646.0885825,activated,8,1.3859586984307867e-05,1140.2
36,646.821041,activated,8,1.3859586984307867e-05,1141.2
37,644.7507127,activated,8,1.3859586984307867e-05,1142.2
38,643.0324789,activated,8,1.3859586984307867e-05,1143.2
39,644.2945162000001,activated,8,1.3859586984307867e-05,1144.2
40,643.2057596,activated,8,1.3859586984307867e-05,1145.2
41,642.7683977999999,activated,8,1.3859586984307867e-05,1146.2
42,644.7598165,activated,8,1.3859586984307867e-05,1147.2
43,641.0227944000001,activated,8,1.3859586984307867e-05,1148.2
44,641.9426772,activated,8,1.3859586984307867e-05,1149.2
45,642.0250472,activated,8,1.3859586984307867e-05,1150.2
46,641.178808,activated,8,1.3859586984307867e-05,1151.2
47,640.5825413,activated,8,1.3859586984307867e-05,1152.2
48,642.2244782,activated,8,1.3859586984307867e-05,1153.2
49,640.5173745,activated,8,1.3859586984307867e-05,1154.2
50,640.1552182,activated,8,1.3859586984307867e-05,1155.2
51,638.6509884999999,activated,8,1.3859586984307867e-05,1156.2
52,639.0934944,activated,8,1.3859586984307867e-05,1157.2
53,634.5716898,activated,8,1.3859586984307867e-05,1158.2
54,637.9516417,activated,8,1.3859586984307867e-05,1159.2
55,640.6696839,activated,8,1.3859586984307867e-05,1160.2
56,635.8504369,activated,8,1.3859586984307867e-05,1161.2
57,636.9281331,activated,8,1.3859586984307867e-05,1162.2
58,635.2646965,activated,8,1.3859586984307867e-05,1163.2
59,636.6594246000001,activated,8,1.3859586984307867e-05,1164.2
60,637.5820304,activated,8,1.3859586984307867e-05,1165.2
61,636.8020147000001,activated,8,1.3859586984307867e-05,1166.2
62,634.5470723,activated,8,1.3859586984307867e-05,1167.2
63,639.0407234,activated,8,1.3859586984307867e-05,1168.2
64,640.6212965,activated,8,1.3859586984307867e-05,1169.2
65,640.2437658,activated,8,1.3859586984307867e-05,1170.2
66,637.0360206,activated,8,1.3859586984307867e-05,1171.2
67,638.8208030000001,activated,8,1.3859586984307867e-05,1172.2
68,639.3397392999999,activated,8,1.3859586984307867e-05,1173.2
69,638.6164543,activated,8,1.3859586984307867e-05,1174.2
70,640.4761633999999,activated,8,1.3859586984307867e-05,1175.2
71,637.5232328,activated,8,1.3859586984307867e-05,1176.2
72,636.5862455,activated,8,1.3859586984307867e-05,1177.2
73,635.6944698,activated,8,1.3859586984307867e-05,1178.2
74,640.3195517999999,activated,8,1.3859586984307867e-05,1179.2
75,638.1063489000001,activated,8,1.3859586984307867e-05,1180.2
76,638.2218481000001,activated,8,1.3859586984307867e-05,1181.2
77,634.9990943,activated,8,1.3859586984307867e-05,1182.2
78,635.2795017999999,activated,8,1.3859586984307867e-05,1183.2
79,633.1979621,activated,8,1.3859586984307867e-05,1184.2
80,635.7580283,activated,8,1.3859586984307867e-05,1185.2
81,634.1672888999999,activated,8,1.3859586984307867e-05,1186.2
82,633.7719917999999,activated,8,1.3859586984307867e-05,1187.2
83,632.1805034,activated,8,1.3859586984307867e-05,1188.2
84,631.5169333,activated,8,1.3859586984307867e-05,1189.2
85,632.4075652,activated,8,1.3859586984307867e-05,1190.2
86,631.4006445,activated,8,1.3859586984307867e-05,1191.2
87,630.2463495000001,activated,8,1.3859586984307867e-05,1192.2
88,628.9285569,activated,8,1.3859586984307867e-05,1193.2
89,629.9935611000001,activated,8,1.3859586984307867e-05,1194.2
90,627.7825355,activated,8,1.3859586984307867e-05,1195.2
91,627.2039771000001,activated,8,1.3859586984307867e-05,1196.2
92,627.3753651000001,activated,8,1.3859586984307867e-05,1197.2
93,626.2774175,activated,8,1.3859586984307867e-05,1198.2
94,627.0305281000001,activated,8,1.3859586984307867e-05,1199.2
95,626.4156937000001,activated,8,1.3859586984307867e-05,1200.2
96,626.0562255,activated,8,1.3859586984307867e-05,1201.2
97,625.3331437,activated,8,1.3859586984307867e-05,1202.2
98,624.6967457000001,activated,8,1.3859586984307867e-05,1203.2
99,625.3213749,activated,8,1.3859586984307867e-05,1204.2
0,628.0,preactivation,8,1.3859586984307867e-05,1105.2
0,424.9116308999999,dark,9,1.3859586984307867e-05,1260.0
1,419.69915530000003,dark,9,1.3859586984307867e-05,1261.0
2,423.94671860000005,dark,9,1.3859586984307867e-05,1262.0
3,420.79142300000007,dark,9,1.3859586984307867e-05,1263.0
4,421.0519818,dark,9,1.3859586984307867e-05,1264.0
5,428.1578947,dark,9,1.3859586984307867e-05,1265.0
6,428.54775830000005,dark,9,1.3859586984307867e-05,1266.0
7,424.68096169999995,dark,9,1.3859586984307867e-05,1267.0
8,421.84470439999996,dark,9,1.3859586984307867e-05,1268.0
9,423.14295,dark,9,1.3859586984307867e-05,1269.0
10,423.4223522,dark,9,1.3859586984307867e-05,1270.0
11,428.8817414,dark,9,1.3859586984307867e-05,1271.0
12,433.23651720000004,dark,9,1.3859586984307867e-05,1272.0
13,434.1390513,dark,9,1.3859586984307867e-05,1273.0
14,428.1962313,dark,9,1.3859586984307867e-05,1274.0
15,431.55750489999997,dark,9,1.3859586984307867e-05,1275.0
16,437.7576348,dark,9,1.3859586984307867e-05,1276.0
17,430.7673813999999,dark,9,1.3859586984307867e-05,1277.0
18,430.40675760000005,dark,9,1.3859586984307867e-05,1278.0
19,433.2449643,dark,9,1.3859586984307867e-05,1279.0
20,431.1299545,dark,9,1.3859586984307867e-05,1280.0
21,436.62118260000005,dark,9,1.3859586984307867e-05,1281.0
22,434.9031839,dark,9,1.3859586984307867e-05,1282.0
23,430.38921380000005,dark,9,1.3859586984307867e-05,1283.0
24,431.61598439999995,dark,9,1.3859586984307867e-05,1284.0
25,432.19558150000006,dark,9,1.3859586984307867e-05,1285.0
26,433.5042235,dark,9,1.3859586984307867e-05,1286.0
27,432.8862898,dark,9,1.3859586984307867e-05,1287.0
28,430.26835610000006,dark,9,1.3859586984307867e-05,1288.0
29,429.30409360000004,dark,9,1.3859586984307867e-05,1289.0
30,432.93567249999995,dark,9,1.3859586984307867e-05,1290.0
31,427.33138399999996,dark,9,1.3859586984307867e-05,1291.0
32,430.27485379999996,dark,9,1.3859586984307867e-05,1292.0
33,426.2033788,dark,9,1.3859586984307867e-05,1293.0
34,428.948668,dark,9,1.3859586984307867e-05,1294.0
35,426.1215075,dark,9,1.3859586984307867e-05,1295.0
36,431.4554906,dark,9,1.3859586984307867e-05,1296.0
37,431.251462,dark,9,1.3859586984307867e-05,1297.0
38,434.4710851,dark,9,1.3859586984307867e-05,1298.0
39,436.2651072,dark,9,1.3859586984307867e-05,1299.0
40,434.9512671,dark,9,1.3859586984307867e-05,1300.0
41,440.24106560000007,dark,9,1.3859586984307867e-05,1301.0
42,433.9259259,dark,9,1.3859586984307867e-05,1302.0
43,426.9577648,dark,9,1.3859586984307867e-05,1303.0
44,431.7764782,dark,9,1.3859586984307867e-05,1304.0
45,430.65821960000005,dark,9,1.3859586984307867e-05,1305.0
46,428.93957120000005,dark,9,1.3859586984307867e-05,1306.0
47,431.6380767,dark,9,1.3859586984307867e-05,1307.0
48,426.26640679999997,dark,9,1.3859586984307867e-05,1308.0
49,430.7322937,dark,9,1.3859586984307867e-05,1309.0
50,427.7309942,dark,9,1.3859586984307867e-05,1310.0
51,431.67901229999995,dark,9,1.3859586984307867e-05,1311.0
52,422.7309942,dark,9,1.3859586984307867e-05,1312.0
53,429.52631579999996,dark,9,1.3859586984307867e-05,1313.0
54,424.54320989999997,dark,9,1.3859586984307867e-05,1314.0
55,424.66471730000006,dark,9,1.3859586984307867e-05,1315.0
56,429.30084469999997,dark,9,1.3859586984307867e-05,1316.0
57,426.92332680000004,dark,9,1.3859586984307867e-05,1317.0
58,426.9655621,dark,9,1.3859586984307867e-05,1318.0
59,424.6432749,dark,9,1.3859586984307867e-05,1319.0
60,420.6471735,dark,9,1.3859586984307867e-05,1320.0
61,426.99610139999993,dark,9,1.3859586984307867e-05,1321.0
62,423.94087069999995,dark,9,1.3859586984307867e-05,1322.0
63,423.4957765,dark,9,1.3859586984307867e-05,1323.0
64,418.82975960000005,dark,9,1.3859586984307867e-05,1324.0
65,422.8960364,dark,9,1.3859586984307867e-05,1325.0
66,431.22157239999996,dark,9,1.3859586984307867e-05,1326.0
67,424.94671860000005,dark,9,1.3859586984307867e-05,1327.0
68,422.5484081,dark,9,1.3859586984307867e-05,1328.0
69,420.3794672,dark,9,1.3859586984307867e-05,1329.0
70,423.5646524,dark,9,1.3859586984307867e-05,1330.0
71,424.33853150000004,dark,9,1.3859586984307867e-05,1331.0
72,427.10006500000003,dark,9,1.3859586984307867e-05,1332.0
73,419.39636129999997,dark,9,1.3859586984307867e-05,1333.0
74,420.9298246,dark,9,1.3859586984307867e-05,1334.0
75,420.33203380000003,dark,9,1.3859586984307867e-05,1335.0
76,421.11500970000003,dark,9,1.3859586984307867e-05,1336.0
77,421.98505520000003,dark,9,1.3859586984307867e-05,1337.0
78,417.9246264,dark,9,1.3859586984307867e-05,1338.0
79,419.1929825,dark,9,1.3859586984307867e-05,1339.0
80,420.2352177,dark,9,1.3859586984307867e-05,1340.0
81,421.16439249999996,dark,9,1.3859586984307867e-05,1341.0
82,414.8602989,dark,9,1.3859586984307867e-05,1342.0
0,611.7582721,activated,9,1.3859586984307867e-05,1260.0
1,609.2358057,activated,9,1.3859586984307867e-05,1261.0
2,604.2865968,activated,9,1.3859586984307867e-05,1262.0
3,604.3784539,activated,9,1.3859586984307867e-05,1263.0
4,605.9681017000001,activated,9,1.3859586984307867e-05,1264.0
5,606.4542631,activated,9,1.3859586984307867e-05,1265.0
6,607.9143554,activated,9,1.3859586984307867e-05,1266.0
7,609.1615350999999,activated,9,1.3859586984307867e-05,1267.0
8,608.3690597,activated,9,1.3859586984307867e-05,1268.0
9,609.1844921,activated,9,1.3859586984307867e-05,1269.0
10,610.0919267,activated,9,1.3859586984307867e-05,1270.0
11,613.1946817,activated,9,1.3859586984307867e-05,1271.0
12,611.5358434999999,activated,9,1.3859586984307867e-05,1272.0
13,614.977432,activated,9,1.3859586984307867e-05,1273.0
14,612.8102941000001,activated,9,1.3859586984307867e-05,1274.0
15,613.9224838,activated,9,1.3859586984307867e-05,1275.0
16,615.7842947,activated,9,1.3859586984307867e-05,1276.0
17,616.2967514999999,activated,9,1.3859586984307867e-05,1277.0
18,616.8778704,activated,9,1.3859586984307867e-05,1278.0
19,615.3918716,activated,9,1.3859586984307867e-05,1279.0
20,615.2361715,activated,9,1.3859586984307867e-05,1280.0
21,618.0770401000001,activated,9,1.3859586984307867e-05,1281.0
22,616.4801927999999,activated,9,1.3859586984307867e-05,1282.0
23,613.2885244,activated,9,1.3859586984307867e-05,1283.0
24,617.1085087,activated,9,1.3859586984307867e-05,1284.0
25,616.7677242999999,activated,9,1.3859586984307867e-05,1285.0
26,618.1486282999999,activated,9,1.3859586984307867e-05,1286.0
27,616.4411124,activated,9,1.3859586984307867e-05,1287.0
28,615.980724,activated,9,1.3859586984307867e-05,1288.0
29,615.5578076,activated,9,1.3859586984307867e-05,1289.0
30,614.4640404,activated,9,1.3859586984307867e-05,1290.0
31,613.1612564,activated,9,1.3859586984307867e-05,1291.0
32,614.3155166,activated,9,1.3859586984307867e-05,1292.0
33,613.0716637,activated,9,1.3859586984307867e-05,1293.0
34,610.0293552,activated,9,1.3859586984307867e-05,1294.0
35,612.4080762,activated,9,1.3859586984307867e-05,1295.0
36,614.4649926,activated,9,1.3859586984307867e-05,1296.0
37,612.2458385,activated,9,1.3859586984307867e-05,1297.0
38,615.6267425,activated,9,1.3859586984307867e-05,1298.0
39,613.9322031,activated,9,1.3859586984307867e-05,1299.0
40,613.3623305,activated,9,1.3859586984307867e-05,1300.0
41,614.7468575,activated,9,1.3859586984307867e-05,1301.0
42,611.5753941,activated,9,1.3859586984307867e-05,1302.0
43,610.2399222,activated,9,1.3859586984307867e-05,1303.0
44,611.4570557999999,activated,9,1.3859586984307867e-05,1304.0
45,613.6932621000001,activated,9,1.3859586984307867e-05,1305.0
46,610.8165239,activated,9,1.3859586984307867e-05,1306.0
47,611.5213923,activated,9,1.3859586984307867e-05,1307.0
48,608.9379511,activated,9,1.3859586984307867e-05,1308.0
49,610.4113334,activated,9,1.3859586984307867e-05,1309.0
50,610.1030511,activated,9,1.3859586984307867e-05,1310.0
51,610.2600575,activated,9,1.3859586984307867e-05,1311.0
52,609.7214502999999,activated,9,1.3859586984307867e-05,1312.0
53,609.9000319,activated,9,1.3859586984307867e-05,1313.0
54,606.9293698,activated,9,1.3859586984307867e-05,1314.0
55,608.3177055,activated,9,1.3859586984307867e-05,1315.0
56,606.1111621,activated,9,1.3859586984307867e-05,1316.0
57,608.6149621000001,activated,9,1.3859586984307867e-05,1317.0
58,608.5726536000001,activated,9,1.3859586984307867e-05,1318.0
59,603.1052922,activated,9,1.3859586984307867e-05,1319.0
60,604.6960026,activated,9,1.3859586984307867e-05,1320.0
61,602.5295846,activated,9,1.3859586984307867e-05,1321.0
62,602.8247162,activated,9,1.3859586984307867e-05,1322.0
63,603.6333904,activated,9,1.3859586984307867e-05,1323.0
64,603.684466,activated,9,1.3859586984307867e-05,1324.0
65,600.8238279,activated,9,1.3859586984307867e-05,1325.0
66,607.0348129,activated,9,1.3859586984307867e-05,1326.0
67,604.5684501000001,activated,9,1.3859586984307867e-05,1327.0
68,600.5593927,activated,9,1.3859586984307867e-05,1328.0
69,601.4013412,activated,9,1.3859586984307867e-05,1329.0
70,600.826191,activated,9,1.3859586984307867e-05,1330.0
71,601.9401864,activated,9,1.3859586984307867e-05,1331.0
72,604.4913171000001,activated,9,1.3859586984307867e-05,1332.0
73,600.8154789,activated,9,1.3859586984307867e-05,1333.0
74,602.1301593999999,activated,9,1.3859586984307867e-05,1334.0
75,599.0894069,activated,9,1.3859586984307867e-05,1335.0
76,598.6918745,activated,9,1.3859586984307867e-05,1336.0
77,600.7893634,activated,9,1.3859586984307867e-05,1337.0
78,598.8343484000001,activated,9,1.3859586984307867e-05,1338.0
79,598.7971725,activated,9,1.3859586984307867e-05,1339.0
80,597.5432752,activated,9,1.3859586984307867e-05,1340.0
81,597.7245624,activated,9,1.3859586984307867e-05,1341.0
82,595.4974133999999,activated,9,1.3859586984307867e-05,1342.0
0,612.0,preactivation,9,1.3859586984307867e-05,1260.0
0,468.72124759999997,dark,10,0.030906878975006543,1436.4
1,467.9863548,dark,10,0.030906878975006543,1437.4
2,470.93112410000003,dark,10,0.030906878975006543,1438.4
3,470.3794672,dark,10,0.030906878975006543,1439.4
4,473.19233269999995,dark,10,0.030906878975006543,1440.4
5,475.2846004,dark,10,0.030906878975006543,1441.4
6,468.47368420000004,dark,10,0.030906878975006543,1442.4
7,471.2319688,dark,10,0.030906878975006543,1443.4
8,470.5581546,dark,10,0.030906878975006543,1444.4
9,476.2183236000001,dark,10,0.030906878975006543,1445.4
10,475.53671219999995,dark,10,0.030906878975006543,1446.4
11,473.80571799999996,dark,10,0.030906878975006543,1447.4
12,474.1163093,dark,10,0.030906878975006543,1448.4
13,472.6218324,dark,10,0.030906878975006543,1449.4
14,468.41780379999994,dark,10,0.030906878975006543,1450.4
15,468.82066280000004,dark,10,0.030906878975006543,1451.4
16,470.83820660000003,dark,10,0.030906878975006543,1452.4
17,462.3411306,dark,10,0.030906878975006543,1453.4
18,471.0792723,dark,10,0.030906878975006543,1454.4
19,469.9434698,dark,10,0.030906878975006543,1455.4
20,471.26965559999996,dark,10,0.030906878975006543,1456.4
21,465.9792073,dark,10,0.030906878975006543,1457.4
22,468.61793370000004,dark,10,0.030906878975006543,1458.4
23,466.87784280000005,dark,10,0.030906878975006543,1459.4
24,471.70370369999995,dark,10,0.030906878975006543,1460.4
25,469.33658219999995,dark,10,0.030906878975006543,1461.4
26,468.3326836,dark,10,0.030906878975006543,1462.4
27,462.04353480000003,dark,10,0.030906878975006543,1463.4
28,461.3554256,dark,10,0.030906878975006543,1464.4
29,465.44379469999996,dark,10,0.030906878975006543,1465.4
30,463.928525,dark,10,0.030906878975006543,1466.4
31,463.9577648,dark,10,0.030906878975006543,1467.4
32,454.2670565,dark,10,0.030906878975006543,1468.4
33,462.41910329999996,dark,10,0.030906878975006543,1469.4
34,459.13450290000003,dark,10,0.030906878975006543,1470.4
0,680.8085116000001,activated,10,0.030906878975006543,1436.4
1,688.0824571,activated,10,0.030906878975006543,1437.4
2,694.3664876,activated,10,0.030906878975006543,1438.4
3,705.7553575000001,activated,10,0.030906878975006543,1439.4
4,714.9892531,activated,10,0.030906878975006543,1440.4
5,720.7595727,activated,10,0.030906878975006543,1441.4
6,727.5800912000001,activated,10,0.030906878975006543,1442.4
7,736.1233430999999,activated,10,0.030906878975006543,1443.4
8,737.8721746,activated,10,0.030906878975006543,1444.4
9,743.8505008,activated,10,0.030906878975006543,1445.4
10,748.4260226,activated,10,0.030906878975006543,1446.4
11,750.628316,activated,10,0.030906878975006543,1447.4
12,756.3405289,activated,10,0.030906878975006543,1448.4
13,755.5610532000001,activated,10,0.030906878975006543,1449.4
14,755.0941504,activated,10,0.030906878975006543,1450.4
15,753.9020176,activated,10,0.030906878975006543,1451.4
16,758.1550208,activated,10,0.030906878975006543,1452.4
17,760.4594885,activated,10,0.030906878975006543,1453.4
18,763.0106947,activated,10,0.030906878975006543,1454.4
19,759.5998432,activated,10,0.030906878975006543,1455.4
20,761.3097627999999,activated,10,0.030906878975006543,1456.4
21,761.9828200000001,activated,10,0.030906878975006543,1457.4
22,763.0113392000001,activated,10,0.030906878975006543,1458.4
23,760.6814003999999,activated,10,0.030906878975006543,1459.4
24,760.7809214,activated,10,0.030906878975006543,1460.4
25,760.7576741,activated,10,0.030906878975006543,1461.4
26,759.9720497999999,activated,10,0.030906878975006543,1462.4
27,757.7983163,activated,10,0.030906878975006543,1463.4
28,754.8407002,activated,10,0.030906878975006543,1464.4
29,754.5193021000001,activated,10,0.030906878975006543,1465.4
30,752.5161611000001,activated,10,0.030906878975006543,1466.4
31,750.6860104,activated,10,0.030906878975006543,1467.4
32,749.5396174,activated,10,0.030906878975006543,1468.4
33,752.0367347,activated,10,0.030906878975006543,1469.4
34,753.8868987000001,activated,10,0.030906878975006543,1470.4
0,681.0,preactivation,10,0.030906878975006543,1436.4
0,332.9731445,dark,11,0.030906878975006543,1638.0
1,332.5209961,dark,11,0.030906878975006543,1639.0
2,336.1069336,dark,11,0.030906878975006543,1640.0
3,329.5625,dark,11,0.030906878975006543,1641.0
4,333.20117189999996,dark,11,0.030906878975006543,1642.0
5,328.7250977,dark,11,0.030906878975006543,1643.0
6,328.3266602,dark,11,0.030906878975006543,1644.0
7,329.5395508,dark,11,0.030906878975006543,1645.0
8,331.2705078,dark,11,0.030906878975006543,1646.0
9,333.168457,dark,11,0.030906878975006543,1647.0
10,325.1411133,dark,11,0.030906878975006543,1648.0
11,326.4306641,dark,11,0.030906878975006543,1649.0
12,331.7314453,dark,11,0.030906878975006543,1650.0
13,328.7177734,dark,11,0.030906878975006543,1651.0
14,326.574707,dark,11,0.030906878975006543,1652.0
15,331.1069336,dark,11,0.030906878975006543,1653.0
16,331.59375,dark,11,0.030906878975006543,1654.0
17,326.8530273,dark,11,0.030906878975006543,1655.0
18,334.56445310000004,dark,11,0.030906878975006543,1656.0
19,332.1806641,dark,11,0.030906878975006543,1657.0
20,333.3007813,dark,11,0.030906878975006543,1658.0
21,324.9033203,dark,11,0.030906878975006543,1659.0
22,329.52929689999996,dark,11,0.030906878975006543,1660.0
23,331.8710938,dark,11,0.030906878975006543,1661.0
24,329.4750977,dark,11,0.030906878975006543,1662.0
25,331.4833984,dark,11,0.030906878975006543,1663.0
26,328.5537109,dark,11,0.030906878975006543,1664.0
27,322.3110352,dark,11,0.030906878975006543,1665.0
28,330.3056641,dark,11,0.030906878975006543,1666.0
29,323.3588867,dark,11,0.030906878975006543,1667.0
30,320.6948242,dark,11,0.030906878975006543,1668.0
31,322.203125,dark,11,0.030906878975006543,1669.0
32,324.5825195,dark,11,0.030906878975006543,1670.0
33,324.96875,dark,11,0.030906878975006543,1671.0
34,322.7744141,dark,11,0.030906878975006543,1672.0
35,323.29492189999996,dark,11,0.030906878975006543,1673.0
36,322.3100586,dark,11,0.030906878975006543,1674.0
37,321.9516602,dark,11,0.030906878975006543,1675.0
38,323.7348633,dark,11,0.030906878975006543,1676.0
39,326.1650391,dark,11,0.030906878975006543,1677.0
40,315.2099609,dark,11,0.030906878975006543,1678.0
41,320.1376953,dark,11,0.030906878975006543,1679.0
42,321.44335939999996,dark,11,0.030906878975006543,1680.0
43,320.51757810000004,dark,11,0.030906878975006543,1681.0
44,329.0634766,dark,11,0.030906878975006543,1682.0
45,320.22851560000004,dark,11,0.030906878975006543,1683.0
46,321.4873047,dark,11,0.030906878975006543,1684.0
47,319.4052734,dark,11,0.030906878975006543,1685.0
48,322.9458008,dark,11,0.030906878975006543,1686.0
49,322.4492188,dark,11,0.030906878975006543,1687.0
50,318.4882813,dark,11,0.030906878975006543,1688.0
51,318.0620117,dark,11,0.030906878975006543,1689.0
52,316.9990234,dark,11,0.030906878975006543,1690.0
53,322.6318359,dark,11,0.030906878975006543,1691.0
54,319.4570313,dark,11,0.030906878975006543,1692.0
55,320.387207,dark,11,0.030906878975006543,1693.0
56,317.8188477,dark,11,0.030906878975006543,1694.0
57,320.1333008,dark,11,0.030906878975006543,1695.0
58,315.8232422,dark,11,0.030906878975006543,1696.0
59,311.4990234,dark,11,0.030906878975006543,1697.0
60,314.8803711,dark,11,0.030906878975006543,1698.0
61,317.6547852,dark,11,0.030906878975006543,1699.0
62,320.3212891,dark,11,0.030906878975006543,1700.0
63,319.3876953,dark,11,0.030906878975006543,1701.0
64,318.48632810000004,dark,11,0.030906878975006543,1702.0
65,317.4365234,dark,11,0.030906878975006543,1703.0
66,310.090332,dark,11,0.030906878975006543,1704.0
67,311.65429689999996,dark,11,0.030906878975006543,1705.0
68,319.4575195,dark,11,0.030906878975006543,1706.0
69,311.33007810000004,dark,11,0.030906878975006543,1707.0
70,315.0981445,dark,11,0.030906878975006543,1708.0
71,315.3999023,dark,11,0.030906878975006543,1709.0
72,310.6552734,dark,11,0.030906878975006543,1710.0
73,311.7734375,dark,11,0.030906878975006543,1711.0
74,310.8789063,dark,11,0.030906878975006543,1712.0
0,695.4212326,activated,11,0.030906878975006543,1638.0
1,697.6559177999999,activated,11,0.030906878975006543,1639.0
2,708.9972362999999,activated,11,0.030906878975006543,1640.0
3,716.7528667,activated,11,0.030906878975006543,1641.0
4,723.5227973,activated,11,0.030906878975006543,1642.0
5,732.6667867000001,activated,11,0.030906878975006543,1643.0
6,739.4685807,activated,11,0.030906878975006543,1644.0
7,744.1059134,activated,11,0.030906878975006543,1645.0
8,749.7962377,activated,11,0.030906878975006543,1646.0
9,754.1144017999999,activated,11,0.030906878975006543,1647.0
10,751.6350916,activated,11,0.030906878975006543,1648.0
