time_min,power_density_nW,preact_intensity,saturation_intensity,total_intensity,experiment_id
122.15999999999997,0.44196205574825337,1466,506.0,1972.0,1
124.92000000000004,0.44196205574825337,1550,541.0,2091.0,1
127.91999999999999,0.44196205574825337,1410,634.0,2044.0,1
131.64000000000004,1.1960507914349405,1305,850.0,2155.0,1
134.04,1.1960507914349405,1443,860.0,2303.0,1
136.32000000000002,1.1960507914349405,1600,821.0,2421.0,1
139.20000000000002,3.145912743951723,1588,1007.0,2595.0,1
141.35999999999999,3.145912743951723,1482,992.0,2474.0,1
143.28,0.08981012365831499,1425,166.0,1591.0,1
145.98,0.022175339174892592,1492,44.0,1536.0,1
0.0,1.9397606623469614,599,1900.0,2499.0,2
3.299999999999983,1.9397606623469614,711,1585.0,2296.0,2
6.120000000000019,3.145912743951723,855,1451.0,2306.0,2
8.2800000000001,3.145912743951723,891,1400.0,2291.0,2
10.68000000000005,3.146126245437886,1044,1535.0,2579.0,2
13.920000000000172,3.146126245437886,1137,1417.0,2554.0,2
17.400000000000162,1.1960507914349405,1341,1417.0,2758.0,2
19.680000000000177,1.1960507914349405,1141,1460.0,2601.0,2
22.139999999999986,0.7167760902209894,1312,1262.0,2574.0,2
33.47999999999999,0.44196205574825337,1215,1105.0,2320.0,2
37.860000000000014,0.27251252013861094,1311,970.0,2281.0,2
39.96000000000002,0.27251252013861094,1351,964.0,2315.0,2
42.48000000000012,0.17576838915843104,1476,994.0,2470.0,2
44.52000000000005,0.17576838915843104,1610,950.0,2560.0,2
46.980000000000075,0.1083782783324549,1639,808.0,2447.0,2
49.74000000000004,0.1083782783324549,1713,780.0,2493.0,2
52.139999999999986,0.066825731694678,1729,781.0,2510.0,2
56.100000000000136,0.066825731694678,1864,720.0,2584.0,2
58.98000000000003,0.08981012365831499,2108,704.0,2812.0,2
63.66,0.019403421778031015,2403,295.0,2698.0,2
66.06000000000016,0.019403421778031015,2155,317.0,2472.0,2
68.40000000000003,0.030906878975006546,2014,372.0,2386.0,2
70.97999999999999,0.030906878975006546,1808,300.0,2108.0,2
76.08000000000004,0.022175339174892592,1968,50.0,2018.0,2
80.03999999999998,0.022175339174892592,1736,210.0,1946.0,2
91.08000000000004,0.066825731694678,2335,681.0,3016.0,2
93.72000000000007,0.066825731694678,2608,677.0,3285.0,2
96.66000000000004,0.1083782783324549,2766,838.0,3604.0,2
100.26000000000018,0.1083782783324549,2795,800.0,3595.0,2
103.50000000000009,0.17576838915843104,2770,1268.0,4038.0,2
107.04000000000015,0.17576838915843104,3189,1234.0,4423.0,2
110.58,0.17576838915843104,3153,712.0,3865.0,2
113.46000000000011,0.2850619801560182,2885,1173.0,4058.0,2
116.76000000000009,0.2850619801560182,2762,1072.0,3834.0,2
125.34000000000013,0.44196205574825337,2503,1090.0,3593.0,2
131.04000000000008,0.7167760902209894,2689,1842.0,4531.0,2
134.2200000000001,0.7167760902209894,2452,1341.0,3793.0,2
137.7000000000001,1.1960507914349405,2892,1792.0,4684.0,2
140.57999999999998,1.1960507914349405,3432,1678.0,5110.0,2
146.70000000000002,1.9397606623469614,3008,1665.0,4673.0,2
149.58000000000013,1.9397606623469614,3362,1400.0,4762.0,2
152.10000000000002,1.9397606623469614,3794,1581.0,5375.0,2
154.74000000000004,1.9397606623469614,3579,1461.0,5040.0,2
161.52,3.145912743951723,2596,1328.0,3924.0,2
